time,AF3,AF4,AF7,AF8,AFz,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPz,Cz,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCz,FT7,FT8,Fp1,Fp2,Fpz,Fz,O1,O2,Oz,P1,P2,P3,P4,P5,P6,P7,P8,PO3,PO4,PO7,PO8,POz,Pz,T7,T8,TP7,TP8
0.0,0.3120273684210526,0.15082736842105263,0.2936421052631579,-0.10862315789473684,0.23741684210526315,0.5073242105263158,0.2774842105263158,0.3272252631578948,-0.019538947368421038,0.3260905263157895,0.02523368421052632,0.038705263157894736,-0.11857473684210527,0.19677052631578945,-0.04900421052631579,0.22173684210526312,0.054400000000000004,-0.027315789473684213,0.7534042105263158,0.1679621052631579,0.09611368421052631,0.22811157894736842,-0.15880210526315788,0.13800631578947367,0.04512842105263155,0.42504421052631575,0.06254315789473686,0.1368,0.013355789473684201,0.11622315789473686,-0.05859789473684209,0.2318084210526316,0.0532021052631579,0.08573894736842105,0.49969473684210525,0.0858884210526316,0.12411368421052639,-0.012528421052631565,0.1874694736842105,0.16331789473684208,0.4020631578947369,0.18241473684210524,0.2528442105263158,0.06807789473684212,-0.05914526315789475,0.11128421052631579,0.021759999999999998,0.1831663157894737,0.13828421052631576,0.35662947368421055,0.1377726315789474,0.16990947368421055,0.03435157894736842,0.39414736842105264,0.5738547368421052,0.12495789473684212,0.048505263157894746,0.11077052631578946,-0.08808210526315788,0.3477052631578948,0.21507157894736845
0.00390625,0.2657915789473684,0.15290105263157894,0.25867578947368425,-0.1908842105263158,0.20246105263157893,0.09611578947368421,-0.08844,0.30665473684210526,-0.11102736842105261,0.2921747368421053,-0.06214105263157895,0.059271578947368425,-0.09388210526315788,0.23172631578947367,-0.05104421052631576,0.3635642105263158,-0.040164210526315795,-0.008818947368421056,0.6804210526315789,0.16798105263157895,0.10434947368421052,0.20138526315789473,-0.13,0.20584631578947368,0.03997473684210527,0.39831157894736846,0.22392631578947367,0.1141957894736842,0.0072042105263157965,0.11827368421052631,-0.03496842105263158,0.2441494736842105,0.017221052631578925,0.0857578947368421,0.5891389473684211,0.08278315789473685,0.1354168421052631,-0.012505263157894717,0.11447789473684211,0.14891368421052634,0.45864210526315785,0.23171157894736844,0.3124989473684211,0.09888842105263156,-0.048839999999999974,0.1318463157894737,0.013492631578947341,0.17494947368421054,0.11875157894736842,0.3710042105263158,0.17582736842105268,0.19968,0.07030105263157894,0.43215789473684213,0.33537684210526314,0.1629978947368421,0.06393473684210528,0.10458947368421051,-0.03050315789473685,0.23052842105263158,-0.02031368421052636
0.0078125,0.2462484210526316,0.17756000000000002,0.25350526315789473,-0.1518273684210526,0.18398105263157896,0.17015999999999998,-0.07612421052631578,0.39816842105263156,-0.13778315789473686,0.2602842105263158,-0.049768421052631566,0.09834526315789473,-0.10420631578947367,0.2625768421052631,-0.030498947368421035,0.1723957894736842,-0.15632842105263162,0.005597894736842102,0.56428,0.17208842105263156,0.11873052631578947,0.2507115789473684,-0.09506315789473685,0.41658105263157896,0.06465052631578946,0.34794105263157893,0.43672,0.13990526315789473,0.030852631578947375,0.20051578947368423,-0.00718947368421053,0.41374736842105264,0.07889684210526315,0.08369052631578948,0.605581052631579,0.16810947368421053,0.13541263157894728,-0.017631578947368397,0.12375157894736845,0.16335157894736843,0.45041263157894734,0.2759536842105263,0.3217747368421053,0.1492736842105263,-0.05914105263157894,0.18120210526315791,-0.0059894736842105445,0.20166947368421054,0.10951578947368419,0.4090231578947369,0.23851999999999998,0.22743789473684206,0.07747578947368422,0.5308463157894736,0.34256842105263163,0.17121473684210523,0.09170736842105262,0.22487368421052634,0.0898,0.23461473684210526,-0.17760421052631578
0.01171875,0.2678315789473684,0.2268989473684211,0.3408757894736842,0.04245894736842107,0.22201263157894738,0.04370947368421053,-0.007248421052631574,0.23472210526315787,0.11922736842105264,0.2746821052631579,0.0324442105263158,0.12709894736842106,-0.13505052631578948,0.2749157894736842,-0.05517263157894737,0.17750947368421055,-0.00315368421052631,-0.009810526315789478,0.4727452631578947,0.21422947368421055,0.1906673684210526,0.3442694736842105,-0.039585263157894755,0.58208,0.1510126315789474,0.32429473684210525,0.5816631578947369,0.1758484210526316,0.05755789473684211,0.3341726315789474,0.007197894736842105,0.6172842105263158,0.21561894736842102,0.10734105263157893,0.4144084210526316,0.19689684210526315,-0.1524084210526315,-0.012522105263157888,0.14431789473684214,0.18905052631578945,0.3486505263157894,0.22762526315789475,0.27650736842105267,0.14617263157894736,-0.08587578947368422,0.2038021052631579,-0.029648421052631567,0.20577684210526315,0.04681263157894738,0.45016210526315786,0.19640210526315788,0.2325957894736842,-0.02015999999999999,0.4331957894736842,-0.08913052631578948,0.11984000000000002,0.0906378947368421,0.36774526315789474,0.19254736842105266,0.25930105263157893,-0.2125515789473684
0.015625,0.32130315789473685,0.2916315789473684,0.5084694736842105,0.21206736842105264,0.2682484210526316,0.31301684210526315,0.12948842105263159,0.3673368421052632,-0.046286315789473675,0.2829052631578947,0.11569894736842105,0.12198105263157895,-0.1936,0.23789263157894736,-0.10040842105263156,-0.02290736842105265,0.15925684210526317,-0.01599789473684209,0.4583747368421053,0.2697326315789474,0.2678042105263158,0.41929894736842105,0.04783157894736842,0.594418947368421,0.25073473684210523,0.4024273684210526,0.6279010526315789,0.21800842105263157,0.09457052631578947,0.4030336842105263,0.006189473684210523,0.7283094736842105,0.37186315789473684,0.13406947368421052,0.11424210526315792,0.10130947368421049,-0.5790063157894736,0.0008505263157894641,0.13813052631578948,0.23526315789473684,0.24893894736842107,0.08269894736842104,0.17167578947368423,0.1183978947368421,-0.16397894736842106,0.18942526315789474,-0.10467368421052631,0.20271157894736844,-0.04571789473684211,0.3854,0.11931368421052634,0.18326105263157894,-0.13733473684210526,0.4332084210526316,0.28909684210526315,0.037593684210526314,0.07420210526315789,0.39345473684210525,0.10518526315789475,0.2706021052631579,-0.2125263157894737
0.01953125,0.34904842105263156,0.3307305263157895,0.6390168421052632,0.3076631578947368,0.3443389473684211,0.08691157894736842,0.027724210526315803,0.05277263157894736,0.11818947368421052,0.2880421052631579,0.1280484210526316,0.08188842105263155,-0.26349894736842105,0.2173663157894737,-0.1785305263157895,0.16313263157894736,0.08423789473684212,-0.05915578947368422,0.49952842105263157,0.2954357894736842,0.3068336842105263,0.4367747368421052,0.06941894736842108,0.46694315789473684,0.31545052631578946,0.5268126315789474,0.4202526315789474,0.22830105263157893,0.0997115789473684,0.38449894736842105,0.03288842105263157,0.6902652631578948,0.38829263157894733,0.1433115789473684,0.028926315789473713,-0.05905263157894736,-0.6571347368421053,0.03578526315789474,0.12372842105263158,0.24556,0.13793263157894736,-0.06125052631578943,0.040092631578947394,0.0413178947368421,-0.23697894736842104,0.16679789473684212,-0.19206105263157894,0.15744842105263157,-0.15053894736842105,0.20137052631578947,-0.02873263157894738,0.07841263157894739,-0.23705894736842104,0.30675368421052623,0.3086442105263158,-0.03846736842105265,-0.00801684210526317,0.28964210526315787,-0.15385052631578944,0.21816210526315788,-0.2701031578947369
0.0234375,0.3480168421052631,0.31528631578947375,0.6708568421052631,0.27580842105263154,0.35971368421052635,0.057098947368421055,0.03590736842105263,0.04558736842105264,0.1747263157894737,0.24693263157894738,0.04889052631578946,0.05310105263157895,-0.2810189473684211,0.19160842105263157,-0.21243578947368422,-0.013698947368421026,0.10580210526315789,-0.08897052631578946,0.5766021052631578,0.2800105263157895,0.3181663157894737,0.3596757894736842,0.050907368421052625,0.3178863157894737,0.29282947368421053,0.5874610526315789,0.12010736842105267,0.2190505263157895,0.07096,0.30947157894736843,0.056534736842105256,0.5381157894736842,0.23925894736842104,0.1258315789473684,0.2602105263157895,-0.0991515789473684,-0.22844000000000003,0.10673052631578946,0.14325473684210527,0.2835915789473685,0.04436842105263157,-0.15683157894736843,-0.0791410526315789,-0.02548842105263159,-0.30069473684210524,0.09178315789473686,-0.24037894736842103,0.08962526315789476,-0.1978378947368421,-0.04429473684210526,-0.11097684210526318,-0.011033684210526301,-0.32442315789473686,-0.04067789473684209,-0.17037473684210522,-0.12173052631578948,-0.0964357894736842,0.12104,-0.39440000000000003,0.14517052631578947,-0.3852526315789473
0.02734375,0.37577684210526313,0.2906421052631579,0.5670526315789473,0.24498105263157896,0.38339368421052633,0.004644210526315794,-0.07715578947368422,-0.021231578947368414,0.07294736842105262,0.1574821052631579,-0.015861052631578956,0.008886315789473676,-0.29949894736842103,0.14947578947368423,-0.17132,-0.18537052631578949,0.10478526315789474,-0.13110947368421053,0.6732442105263158,0.2810505263157895,0.29553473684210524,0.30827789473684214,0.013915789473684206,0.26033052631578946,0.24145894736842105,0.5453136842105263,-0.10502105263157899,0.2015536842105263,0.06991789473684212,0.23750947368421055,0.05449894736842106,0.35517052631578944,0.04600631578947367,0.1433242105263158,0.5572694736842106,0.10029684210526314,0.20842315789473673,0.18897684210526317,0.24401894736842106,0.2732631578947368,-0.0707494736842105,-0.1691957894736842,-0.15828421052631578,-0.09746105263157893,-0.3408,-0.01617684210526316,-0.2578294736842105,-0.047107368421052634,-0.16289894736842103,-0.23238947368421056,-0.1459136842105263,-0.12513052631578944,-0.37688842105263154,-0.07356631578947367,-0.09637894736842106,-0.1916378947368421,-0.16225894736842106,-0.0084778947368421,-0.39440631578947366,0.03517894736842107,-0.4386884210526316
0.03125,0.3901578947368421,0.3183705263157895,0.4272357894736842,0.16889052631578946,0.3885557894736842,0.15369894736842107,0.05855368421052632,0.10006736842105263,0.0965957894736842,0.08451368421052631,-0.048741052631578935,-0.07437052631578948,-0.26865052631578945,0.03846315789473683,-0.09937473684210528,-0.10002736842105264,0.14382105263157893,-0.16709052631578947,0.7873263157894738,0.29955368421052636,0.3202147368421053,0.3257726315789474,0.008776842105263145,0.31482947368421055,0.1972736842105263,0.3613242105263158,-0.10501052631578951,0.1974694736842105,0.07404842105263158,0.22518736842105264,0.022606315789473683,0.28113894736842104,-0.07119157894736843,0.16284210526315787,0.6364610526315789,0.3541852631578947,0.2505621052631579,0.31026526315789477,0.4146673684210527,0.30312421052631583,-0.20232842105263157,-0.13937894736842105,-0.21893263157894735,-0.18173684210526317,-0.3603031578947369,-0.13541052631578945,-0.21775789473684212,-0.20641684210526315,-0.07345263157894737,-0.3331326315789473,-0.13975157894736842,-0.23822947368421055,-0.42413263157894737,0.33348210526315797,0.3107010526315789,-0.25023578947368424,-0.23729052631578948,-0.05784000000000003,-0.10962526315789473,-0.06963789473684212,-0.3143094736842105
0.03515625,0.4672673684210527,0.34820210526315787,0.3491157894736842,0.10312631578947372,0.44710947368421056,-0.012856842105263167,-0.004172631578947365,0.07023789473684212,0.19016210526315788,0.06498105263157895,0.005707368421052628,-0.14837894736842105,-0.26248,-0.061258947368421066,-0.02330315789473685,0.004823157894736845,0.32369684210526317,-0.21131789473684212,0.8705747368421052,0.3663578947368421,0.37163789473684217,0.41827368421052635,0.048829473684210485,0.41553684210526315,0.19418105263157895,0.1824378947368421,0.11598947368421055,0.24781684210526314,0.12130736842105265,0.2631957894736842,-0.010294736842105258,0.3068673684210526,0.003827368421052599,0.21425684210526313,0.49251578947368424,0.4220231578947369,0.02544842105263175,0.41509684210526315,0.46811578947368426,0.34732210526315793,-0.32053894736842103,-0.1743136842105263,-0.24463157894736842,-0.2506063157894737,-0.35517052631578944,-0.24334315789473682,-0.16838736842105265,-0.3472463157894737,-0.0014947368421052798,-0.3341789473684211,-0.057559999999999986,-0.33481052631578945,-0.4282673684210526,0.30882315789473685,-0.021324210526315807,-0.3067726315789474,-0.27427999999999997,-0.03314315789473681,0.3179768421052631,-0.11486105263157895,-0.057332631578947364
